LANGUAGE,English,French,Italian,Spanish,German,Comment,,,,,
STRC_01,,

STRCN_00,Training,Training,Training,Training,Training, Name of the mission
STRM_Reastdead1,"ALPHA BLACK TO PAPA BEAR. WE HAVE THE BASE. I REPEAT WE HAVE CAPTURED THE BASE. OVER.",alpha
STRM_Reastdead2,"ALPHA TO PAPA BEAR. INTERSECTION HAS BEEN SEIZED. OVER.",alpha
STRM_Rassault,"ALPHA BLACK TO ALL FORCES. GO GO GO, ASSAULT IS GO. OVER.",alpha

STRM_Rtcleared,"BRAVO BLACK TO ALPHA BLACK. WE HAVE SEIZED THE NORTHERN INTERSECTION. OVER.",bravo
STRM_Rreadytogo,"BRAVO TO ALPHA. READY TO ATTACK THE MAIN BASE. WAITING FOR YOUR CALL. OVER.",bravo

STRM_Rdelready,"CHARLIE TO ALPHA. STANDING BY TO ATTACK. JUST SAY THE WORD. OVER.",charlie

STRM_Rtanksready,"FOXTROT BLACK TO ALPHA BLACK. WE ARE READY TO ASSAULT. OVER.",tanks

STRM_Rproceed,"PAPA BEAR TO ALPHA BLACK. ROGER. PROCEED WITH THE MISSION. OVER.",hq
STRM_Rmcomplete,"PAPA BEAR TO ALPHA. COPY THAT GOOD JOB. MISSION ACCOMPLISHED. PAPA BEAR OUT.",hq

STRD_Rmissname,"Grey Thunder",missionname
STRL_Rload,"Assault to enemy base",loadname
