LANGUAGE,English,French,Italian,Spanish,German,Comment,,,,,
STRC_01,,

STRCN_00,Training,Training,Training,Training,Training, Name of the mission
STRM_Reastdead,"ALPHA TO PAPA BEAR. KVILDA HAS BEEN CLEARED OUT. NO MORE RUSSIANS LEFT. OVER.",alpha
STRM_Rcallext,"ALPHA TO BRAVO. WE ARE DONE HERE. READY FOR EXTRACTION. OVER.",alpha

STRM_Rinsert,"OK ALPHA. LANDING ZONE IN SIGHT. GET READY. OVER.",bravo
STRM_Rgoodluck,"GO GET THEM ALPHA. CALL US WHEN YOU ARE READY. BRAVO OUT.",bravo
STRM_Rextract,"BRAVO TO ALPHA. GET READY FOR EXTRACTION. OVER.",bravo

STRM_Rcopyalpha,"PAPA BEAR TO ALPHA. COPY THAT. CALL BRAVO TO PICK YOU UP WHEN READY. OVER.",hq
STRM_Rwelcome,"PAPA BEAR TO ALPHA. WELCOME HOME. MISSION ACCOMPLISHED. OVER.",hq

STRD_Rmissname,"Kvilda Cleanup",missionname
STRL_Rload,"Kvilda village",loadname
